date,product_id,product_name,category,units_sold,current_stock,price,supplier,warehouse_location,lead_time_days,revenue
2022-12-14,P006,USB-C Charger,Electronics,16,1915,352,TechSupply Ltd,Nagoya,11,5632
2022-12-15,P006,USB-C Charger,Electronics,7,1927,352,ElectroHub,Nagoya,4,2464
2022-12-16,P006,USB-C Charger,Electronics,11,1924,352,GadgetPro,Nagoya,3,3872
2022-12-17,P006,USB-C Charger,Electronics,14,1928,352,ElectroHub,Tokyo,6,4928
2022-12-18,P006,USB-C Charger,Electronics,8,1929,352,GadgetPro,Tokyo,10,2816
2022-12-19,P006,USB-C Charger,Electronics,9,1937,352,ElectroHub,Osaka,12,3168
2022-12-20,P006,USB-C Charger,Electronics,7,1937,352,ElectroHub,Nagoya,2,2464
2022-12-21,P006,USB-C Charger,Electronics,10,1935,352,GadgetPro,Tokyo,6,3520
2022-12-22,P006,USB-C Charger,Electronics,7,1937,352,GadgetPro,Osaka,8,2464
2022-12-23,P006,USB-C Charger,Electronics,5,1942,352,GadgetPro,Osaka,2,1760
2022-12-24,P006,USB-C Charger,Electronics,10,1943,352,GadgetPro,Tokyo,9,3520
2022-12-25,P006,USB-C Charger,Electronics,13,1949,352,ElectroHub,Osaka,13,4576
2022-12-26,P006,USB-C Charger,Electronics,15,1937,352,ElectroHub,Osaka,4,5280
2022-12-27,P006,USB-C Charger,Electronics,10,1935,352,TechSupply Ltd,Nagoya,6,3520
2022-12-28,P006,USB-C Charger,Electronics,15,1928,352,GadgetPro,Nagoya,4,5280
2022-12-29,P006,USB-C Charger,Electronics,8,1929,352,TechSupply Ltd,Nagoya,9,2816
2022-12-30,P006,USB-C Charger,Electronics,14,1917,352,ElectroHub,Tokyo,8,4928
2022-12-31,P006,USB-C Charger,Electronics,18,1916,352,ElectroHub,Tokyo,7,6336
2023-01-01,P006,USB-C Charger,Electronics,6,1927,352,ElectroHub,Osaka,10,2112
2023-01-02,P006,USB-C Charger,Electronics,9,1930,352,TechSupply Ltd,Osaka,2,3168
2023-01-03,P006,USB-C Charger,Electronics,6,1941,352,TechSupply Ltd,Tokyo,7,2112
2023-01-04,P006,USB-C Charger,Electronics,3,1952,352,ElectroHub,Nagoya,4,1056
2023-01-05,P006,USB-C Charger,Electronics,9,1954,352,ElectroHub,Osaka,2,3168
2023-01-06,P006,USB-C Charger,Electronics,6,1949,352,GadgetPro,Osaka,13,2112
2023-01-07,P006,USB-C Charger,Electronics,9,1952,352,TechSupply Ltd,Tokyo,12,3168
2023-01-08,P006,USB-C Charger,Electronics,9,1954,352,ElectroHub,Tokyo,4,3168
2023-01-09,P006,USB-C Charger,Electronics,8,1963,352,GadgetPro,Nagoya,2,2816
2023-01-10,P006,USB-C Charger,Electronics,6,1972,352,GadgetPro,Tokyo,3,2112
2023-01-11,P006,USB-C Charger,Electronics,6,1970,352,ElectroHub,Osaka,4,2112
2023-01-12,P006,USB-C Charger,Electronics,10,1973,352,TechSupply Ltd,Nagoya,6,3520
2023-01-13,P006,USB-C Charger,Electronics,5,1986,352,GadgetPro,Tokyo,2,1760
2023-01-14,P006,USB-C Charger,Electronics,6,1984,352,GadgetPro,Osaka,2,2112
2023-01-15,P006,USB-C Charger,Electronics,12,1980,352,GadgetPro,Nagoya,4,4224
2023-01-16,P006,USB-C Charger,Electronics,4,1989,352,ElectroHub,Nagoya,8,1408
2023-01-17,P006,USB-C Charger,Electronics,4,1998,352,GadgetPro,Tokyo,7,1408
2023-01-18,P006,USB-C Charger,Electronics,5,2005,352,GadgetPro,Tokyo,11,1760
2023-01-19,P006,USB-C Charger,Electronics,3,2012,352,ElectroHub,Tokyo,13,1056
2023-01-20,P006,USB-C Charger,Electronics,9,2004,352,GadgetPro,Nagoya,8,3168
2023-01-21,P006,USB-C Charger,Electronics,10,1999,352,TechSupply Ltd,Osaka,3,3520
2023-01-22,P006,USB-C Charger,Electronics,13,1991,352,TechSupply Ltd,Tokyo,13,4576
2023-01-23,P006,USB-C Charger,Electronics,7,1988,352,TechSupply Ltd,Osaka,9,2464
2023-01-24,P006,USB-C Charger,Electronics,10,1985,352,GadgetPro,Osaka,9,3520
2023-01-25,P006,USB-C Charger,Electronics,12,1975,352,GadgetPro,Tokyo,13,4224
2023-01-26,P006,USB-C Charger,Electronics,6,1980,352,TechSupply Ltd,Nagoya,7,2112
2023-01-27,P006,USB-C Charger,Electronics,4,1982,352,ElectroHub,Tokyo,12,1408
2023-01-28,P006,USB-C Charger,Electronics,7,1982,352,ElectroHub,Tokyo,7,2464
2023-01-29,P006,USB-C Charger,Electronics,7,1991,352,TechSupply Ltd,Osaka,12,2464
2023-01-30,P006,USB-C Charger,Electronics,8,2000,352,TechSupply Ltd,Osaka,12,2816
2023-01-31,P006,USB-C Charger,Electronics,3,2008,352,ElectroHub,Osaka,9,1056
2023-02-01,P006,USB-C Charger,Electronics,6,2021,352,GadgetPro,Osaka,12,2112
2023-02-02,P006,USB-C Charger,Electronics,7,2030,352,TechSupply Ltd,Osaka,2,2464
2023-02-03,P006,USB-C Charger,Electronics,6,2024,352,ElectroHub,Osaka,10,2112
2023-02-04,P006,USB-C Charger,Electronics,8,2031,352,GadgetPro,Nagoya,4,2816
2023-02-05,P006,USB-C Charger,Electronics,8,2026,352,ElectroHub,Tokyo,4,2816
2023-02-06,P006,USB-C Charger,Electronics,6,2035,352,ElectroHub,Tokyo,8,2112
2023-02-07,P006,USB-C Charger,Electronics,4,2045,352,TechSupply Ltd,Tokyo,8,1408
2023-02-08,P006,USB-C Charger,Electronics,8,2042,352,GadgetPro,Nagoya,13,2816
2023-02-09,P006,USB-C Charger,Electronics,4,2046,352,GadgetPro,Nagoya,3,1408
2023-02-10,P006,USB-C Charger,Electronics,5,2060,352,ElectroHub,Nagoya,7,1760
2023-02-11,P006,USB-C Charger,Electronics,2,2069,352,GadgetPro,Osaka,8,704
2023-02-12,P006,USB-C Charger,Electronics,10,2069,352,GadgetPro,Tokyo,5,3520
2023-02-13,P006,USB-C Charger,Electronics,4,2066,352,ElectroHub,Osaka,9,1408
2023-02-14,P006,USB-C Charger,Electronics,6,2065,352,TechSupply Ltd,Nagoya,7,2112
2023-02-15,P006,USB-C Charger,Electronics,0,2072,352,ElectroHub,Tokyo,2,0
2023-02-16,P006,USB-C Charger,Electronics,10,2074,352,TechSupply Ltd,Osaka,8,3520
2023-02-17,P006,USB-C Charger,Electronics,5,2088,352,TechSupply Ltd,Tokyo,9,1760
2023-02-18,P006,USB-C Charger,Electronics,8,2083,352,GadgetPro,Nagoya,3,2816
2023-02-19,P006,USB-C Charger,Electronics,6,2083,352,GadgetPro,Nagoya,4,2112
2023-02-20,P006,USB-C Charger,Electronics,6,2089,352,GadgetPro,Nagoya,7,2112
2023-02-21,P006,USB-C Charger,Electronics,5,2093,352,ElectroHub,Osaka,3,1760
2023-02-22,P006,USB-C Charger,Electronics,5,2089,352,TechSupply Ltd,Osaka,12,1760
2023-02-23,P006,USB-C Charger,Electronics,5,2103,352,TechSupply Ltd,Nagoya,7,1760
2023-02-24,P006,USB-C Charger,Electronics,8,2099,352,GadgetPro,Osaka,4,2816
2023-02-25,P006,USB-C Charger,Electronics,9,2109,352,TechSupply Ltd,Osaka,12,3168
2023-02-26,P006,USB-C Charger,Electronics,9,2108,352,ElectroHub,Nagoya,3,3168
2023-02-27,P006,USB-C Charger,Electronics,5,2112,352,ElectroHub,Tokyo,5,1760
2023-02-28,P006,USB-C Charger,Electronics,3,2113,352,GadgetPro,Tokyo,2,1056
2023-03-01,P006,USB-C Charger,Electronics,4,2114,352,GadgetPro,Osaka,9,1408
2023-03-02,P006,USB-C Charger,Electronics,8,2115,352,ElectroHub,Osaka,12,2816
2023-03-03,P006,USB-C Charger,Electronics,7,2123,352,GadgetPro,Nagoya,4,2464
2023-03-04,P006,USB-C Charger,Electronics,4,2125,352,TechSupply Ltd,Osaka,5,1408
2023-03-05,P006,USB-C Charger,Electronics,4,2125,352,TechSupply Ltd,Tokyo,10,1408
2023-03-06,P006,USB-C Charger,Electronics,5,2135,352,GadgetPro,Nagoya,13,1760
2023-03-07,P006,USB-C Charger,Electronics,2,2150,352,TechSupply Ltd,Tokyo,12,704
2023-03-08,P006,USB-C Charger,Electronics,7,2155,352,ElectroHub,Osaka,8,2464
2023-03-09,P006,USB-C Charger,Electronics,6,2158,352,GadgetPro,Tokyo,3,2112
2023-03-10,P006,USB-C Charger,Electronics,5,2166,352,TechSupply Ltd,Osaka,3,1760
2023-03-11,P006,USB-C Charger,Electronics,10,2162,352,TechSupply Ltd,Nagoya,3,3520
2023-03-12,P006,USB-C Charger,Electronics,4,2165,352,ElectroHub,Osaka,8,1408
2023-03-13,P006,USB-C Charger,Electronics,7,2161,352,GadgetPro,Nagoya,12,2464
2023-03-14,P006,USB-C Charger,Electronics,8,2167,352,TechSupply Ltd,Nagoya,13,2816
2023-03-15,P006,USB-C Charger,Electronics,8,2167,352,TechSupply Ltd,Osaka,10,2816
2023-03-16,P006,USB-C Charger,Electronics,6,2169,352,ElectroHub,Osaka,3,2112
2023-03-17,P006,USB-C Charger,Electronics,4,2181,352,TechSupply Ltd,Osaka,6,1408
2023-03-18,P006,USB-C Charger,Electronics,8,2173,352,GadgetPro,Nagoya,3,2816
2023-03-19,P006,USB-C Charger,Electronics,6,2177,352,TechSupply Ltd,Tokyo,12,2112
2023-03-20,P006,USB-C Charger,Electronics,5,2184,352,TechSupply Ltd,Osaka,11,1760
2023-03-21,P006,USB-C Charger,Electronics,7,2182,352,ElectroHub,Tokyo,7,2464
2023-03-22,P006,USB-C Charger,Electronics,3,2179,352,TechSupply Ltd,Osaka,10,1056
2023-03-23,P006,USB-C Charger,Electronics,12,2185,352,ElectroHub,Nagoya,5,4224
2023-03-24,P006,USB-C Charger,Electronics,1,2194,352,ElectroHub,Tokyo,11,352
2023-03-25,P006,USB-C Charger,Electronics,4,2202,352,TechSupply Ltd,Tokyo,10,1408
2023-03-26,P006,USB-C Charger,Electronics,10,2198,352,TechSupply Ltd,Nagoya,6,3520
2023-03-27,P006,USB-C Charger,Electronics,7,2191,352,TechSupply Ltd,Tokyo,3,2464
2023-03-28,P006,USB-C Charger,Electronics,8,2184,352,GadgetPro,Tokyo,4,2816
2023-03-29,P006,USB-C Charger,Electronics,10,2184,352,TechSupply Ltd,Osaka,6,3520
2023-03-30,P006,USB-C Charger,Electronics,6,2196,352,TechSupply Ltd,Tokyo,7,2112
2023-03-31,P006,USB-C Charger,Electronics,8,2191,352,ElectroHub,Osaka,4,2816
2023-04-01,P006,USB-C Charger,Electronics,9,2190,352,GadgetPro,Osaka,7,3168
2023-04-02,P006,USB-C Charger,Electronics,7,2194,352,GadgetPro,Osaka,10,2464
2023-04-03,P006,USB-C Charger,Electronics,5,2192,352,TechSupply Ltd,Tokyo,4,1760
2023-04-04,P006,USB-C Charger,Electronics,6,2189,352,ElectroHub,Tokyo,8,2112
2023-04-05,P006,USB-C Charger,Electronics,5,2196,352,ElectroHub,Tokyo,9,1760
2023-04-06,P006,USB-C Charger,Electronics,2,2208,352,ElectroHub,Osaka,2,704
2023-04-07,P006,USB-C Charger,Electronics,7,2211,352,ElectroHub,Tokyo,10,2464
2023-04-08,P006,USB-C Charger,Electronics,8,2204,352,TechSupply Ltd,Tokyo,3,2816
2023-04-09,P006,USB-C Charger,Electronics,11,2197,352,ElectroHub,Nagoya,3,3872
2023-04-10,P006,USB-C Charger,Electronics,10,2202,352,ElectroHub,Tokyo,12,3520
2023-04-11,P006,USB-C Charger,Electronics,11,2192,352,TechSupply Ltd,Nagoya,2,3872
2023-04-12,P006,USB-C Charger,Electronics,4,2200,352,ElectroHub,Osaka,4,1408
2023-04-13,P006,USB-C Charger,Electronics,6,2206,352,GadgetPro,Nagoya,6,2112
2023-04-14,P006,USB-C Charger,Electronics,10,2215,352,TechSupply Ltd,Tokyo,3,3520
2023-04-15,P006,USB-C Charger,Electronics,3,2225,352,GadgetPro,Tokyo,13,1056
2023-04-16,P006,USB-C Charger,Electronics,12,2229,352,GadgetPro,Tokyo,10,4224
2023-04-17,P006,USB-C Charger,Electronics,3,2238,352,GadgetPro,Osaka,3,1056
2023-04-18,P006,USB-C Charger,Electronics,8,2232,352,TechSupply Ltd,Nagoya,2,2816
2023-04-19,P006,USB-C Charger,Electronics,6,2232,352,GadgetPro,Osaka,4,2112
2023-04-20,P006,USB-C Charger,Electronics,8,2243,352,TechSupply Ltd,Osaka,4,2816
2023-04-21,P006,USB-C Charger,Electronics,1,2258,352,GadgetPro,Nagoya,11,352
2023-04-22,P006,USB-C Charger,Electronics,9,2264,352,ElectroHub,Tokyo,7,3168
2023-04-23,P006,USB-C Charger,Electronics,4,2270,352,ElectroHub,Osaka,5,1408
2023-04-24,P006,USB-C Charger,Electronics,6,2277,352,ElectroHub,Nagoya,6,2112
2023-04-25,P006,USB-C Charger,Electronics,8,2276,352,GadgetPro,Nagoya,2,2816
2023-04-26,P006,USB-C Charger,Electronics,12,2277,352,TechSupply Ltd,Tokyo,7,4224
2023-04-27,P006,USB-C Charger,Electronics,8,2285,352,ElectroHub,Osaka,4,2816
2023-04-28,P006,USB-C Charger,Electronics,5,2299,352,TechSupply Ltd,Nagoya,7,1760
2023-04-29,P006,USB-C Charger,Electronics,9,2308,352,TechSupply Ltd,Osaka,3,3168
2023-04-30,P006,USB-C Charger,Electronics,9,2299,352,TechSupply Ltd,Nagoya,10,3168
2023-05-01,P006,USB-C Charger,Electronics,7,2302,352,GadgetPro,Osaka,2,2464
2023-05-02,P006,USB-C Charger,Electronics,3,2318,352,GadgetPro,Nagoya,8,1056
2023-05-03,P006,USB-C Charger,Electronics,8,2323,352,GadgetPro,Osaka,13,2816
2023-05-04,P006,USB-C Charger,Electronics,9,2322,352,ElectroHub,Nagoya,4,3168
2023-05-05,P006,USB-C Charger,Electronics,9,2325,352,ElectroHub,Osaka,4,3168
2023-05-06,P006,USB-C Charger,Electronics,4,2337,352,GadgetPro,Nagoya,13,1408
2023-05-07,P006,USB-C Charger,Electronics,6,2342,352,ElectroHub,Tokyo,8,2112
2023-05-08,P006,USB-C Charger,Electronics,10,2336,352,TechSupply Ltd,Tokyo,6,3520
2023-05-09,P006,USB-C Charger,Electronics,10,2342,352,ElectroHub,Nagoya,6,3520
2023-05-10,P006,USB-C Charger,Electronics,6,2336,352,GadgetPro,Nagoya,6,2112
2023-05-11,P006,USB-C Charger,Electronics,10,2336,352,GadgetPro,Nagoya,10,3520
2023-05-12,P006,USB-C Charger,Electronics,8,2335,352,GadgetPro,Nagoya,8,2816
2023-05-13,P006,USB-C Charger,Electronics,8,2333,352,ElectroHub,Nagoya,12,2816
2023-05-14,P006,USB-C Charger,Electronics,7,2344,352,ElectroHub,Osaka,10,2464
2023-05-15,P006,USB-C Charger,Electronics,6,2339,352,ElectroHub,Nagoya,10,2112
2023-05-16,P006,USB-C Charger,Electronics,4,2349,352,TechSupply Ltd,Osaka,4,1408
2023-05-17,P006,USB-C Charger,Electronics,8,2360,352,GadgetPro,Osaka,13,2816
2023-05-18,P006,USB-C Charger,Electronics,9,2368,352,GadgetPro,Nagoya,13,3168
2023-05-19,P006,USB-C Charger,Electronics,4,2375,352,GadgetPro,Nagoya,7,1408
2023-05-20,P006,USB-C Charger,Electronics,10,2377,352,ElectroHub,Osaka,3,3520
2023-05-21,P006,USB-C Charger,Electronics,3,2380,352,TechSupply Ltd,Tokyo,5,1056
2023-05-22,P006,USB-C Charger,Electronics,7,2373,352,ElectroHub,Tokyo,11,2464
2023-05-23,P006,USB-C Charger,Electronics,7,2385,352,TechSupply Ltd,Nagoya,13,2464
2023-05-24,P006,USB-C Charger,Electronics,5,2384,352,TechSupply Ltd,Osaka,7,1760
2023-05-25,P006,USB-C Charger,Electronics,5,2381,352,TechSupply Ltd,Tokyo,6,1760
2023-05-26,P006,USB-C Charger,Electronics,4,2385,352,TechSupply Ltd,Tokyo,7,1408
2023-05-27,P006,USB-C Charger,Electronics,7,2379,352,TechSupply Ltd,Tokyo,11,2464
2023-05-28,P006,USB-C Charger,Electronics,12,2377,352,ElectroHub,Osaka,6,4224
2023-05-29,P006,USB-C Charger,Electronics,10,2381,352,ElectroHub,Tokyo,6,3520
2023-05-30,P006,USB-C Charger,Electronics,9,2385,352,GadgetPro,Tokyo,5,3168
2023-05-31,P006,USB-C Charger,Electronics,8,2377,352,GadgetPro,Tokyo,11,2816
2023-06-01,P006,USB-C Charger,Electronics,7,2374,352,ElectroHub,Osaka,3,2464
2023-06-02,P006,USB-C Charger,Electronics,6,2379,352,ElectroHub,Osaka,9,2112
2023-06-03,P006,USB-C Charger,Electronics,3,2380,352,GadgetPro,Osaka,13,1056
2023-06-04,P006,USB-C Charger,Electronics,3,2391,352,ElectroHub,Tokyo,3,1056
2023-06-05,P006,USB-C Charger,Electronics,12,2392,352,ElectroHub,Tokyo,3,4224
2023-06-06,P006,USB-C Charger,Electronics,4,2398,352,ElectroHub,Nagoya,11,1408
2023-06-07,P006,USB-C Charger,Electronics,7,2408,352,TechSupply Ltd,Osaka,4,2464
2023-06-08,P006,USB-C Charger,Electronics,7,2414,352,TechSupply Ltd,Nagoya,10,2464
2023-06-09,P006,USB-C Charger,Electronics,9,2422,352,ElectroHub,Osaka,6,3168
2023-06-10,P006,USB-C Charger,Electronics,10,2414,352,TechSupply Ltd,Nagoya,3,3520
2023-06-11,P006,USB-C Charger,Electronics,5,2413,352,GadgetPro,Nagoya,7,1760
2023-06-12,P006,USB-C Charger,Electronics,7,2420,352,ElectroHub,Osaka,11,2464
2023-06-13,P006,USB-C Charger,Electronics,13,2426,352,ElectroHub,Osaka,3,4576
2023-06-14,P006,USB-C Charger,Electronics,9,2419,352,TechSupply Ltd,Tokyo,12,3168
2023-06-15,P006,USB-C Charger,Electronics,10,2421,352,ElectroHub,Osaka,10,3520
2023-06-16,P006,USB-C Charger,Electronics,4,2430,352,ElectroHub,Nagoya,13,1408
2023-06-17,P006,USB-C Charger,Electronics,6,2433,352,TechSupply Ltd,Nagoya,2,2112
2023-06-18,P006,USB-C Charger,Electronics,8,2431,352,TechSupply Ltd,Tokyo,13,2816
2023-06-19,P006,USB-C Charger,Electronics,6,2427,352,TechSupply Ltd,Nagoya,9,2112
2023-06-20,P006,USB-C Charger,Electronics,7,2437,352,TechSupply Ltd,Tokyo,11,2464
2023-06-21,P006,USB-C Charger,Electronics,5,2440,352,TechSupply Ltd,Tokyo,6,1760
2023-06-22,P006,USB-C Charger,Electronics,6,2438,352,GadgetPro,Tokyo,13,2112
2023-06-23,P006,USB-C Charger,Electronics,5,2443,352,TechSupply Ltd,Tokyo,8,1760
2023-06-24,P006,USB-C Charger,Electronics,4,2458,352,GadgetPro,Nagoya,8,1408
2023-06-25,P006,USB-C Charger,Electronics,8,2454,352,GadgetPro,Osaka,10,2816
2023-06-26,P006,USB-C Charger,Electronics,7,2449,352,TechSupply Ltd,Tokyo,7,2464
2023-06-27,P006,USB-C Charger,Electronics,8,2443,352,ElectroHub,Nagoya,13,2816
2023-06-28,P006,USB-C Charger,Electronics,12,2442,352,ElectroHub,Tokyo,4,4224
2023-06-29,P006,USB-C Charger,Electronics,3,2442,352,ElectroHub,Nagoya,3,1056
2023-06-30,P006,USB-C Charger,Electronics,7,2452,352,TechSupply Ltd,Tokyo,6,2464
2023-07-01,P006,USB-C Charger,Electronics,7,2450,352,ElectroHub,Nagoya,2,2464
2023-07-02,P006,USB-C Charger,Electronics,4,2459,352,ElectroHub,Nagoya,10,1408
2023-07-03,P006,USB-C Charger,Electronics,8,2461,352,GadgetPro,Osaka,10,2816
2023-07-04,P006,USB-C Charger,Electronics,9,2453,352,TechSupply Ltd,Tokyo,5,3168
2023-07-05,P006,USB-C Charger,Electronics,6,2457,352,TechSupply Ltd,Tokyo,9,2112
2023-07-06,P006,USB-C Charger,Electronics,6,2454,352,GadgetPro,Nagoya,10,2112
2023-07-07,P006,USB-C Charger,Electronics,9,2457,352,ElectroHub,Osaka,8,3168
2023-07-08,P006,USB-C Charger,Electronics,6,2461,352,GadgetPro,Osaka,3,2112
2023-07-09,P006,USB-C Charger,Electronics,6,2458,352,TechSupply Ltd,Nagoya,7,2112
2023-07-10,P006,USB-C Charger,Electronics,5,2455,352,TechSupply Ltd,Nagoya,12,1760
2023-07-11,P006,USB-C Charger,Electronics,7,2465,352,GadgetPro,Tokyo,5,2464
2023-07-12,P006,USB-C Charger,Electronics,10,2467,352,ElectroHub,Nagoya,9,3520
2023-07-13,P006,USB-C Charger,Electronics,2,2474,352,TechSupply Ltd,Nagoya,5,704
2023-07-14,P006,USB-C Charger,Electronics,7,2469,352,TechSupply Ltd,Tokyo,7,2464
2023-07-15,P006,USB-C Charger,Electronics,12,2470,352,ElectroHub,Osaka,10,4224
2023-07-16,P006,USB-C Charger,Electronics,11,2478,352,GadgetPro,Tokyo,2,3872
2023-07-17,P006,USB-C Charger,Electronics,6,2478,352,ElectroHub,Nagoya,12,2112
2023-07-18,P006,USB-C Charger,Electronics,6,2486,352,ElectroHub,Nagoya,13,2112
2023-07-19,P006,USB-C Charger,Electronics,4,2487,352,ElectroHub,Tokyo,12,1408
2023-07-20,P006,USB-C Charger,Electronics,6,2498,352,ElectroHub,Tokyo,6,2112
2023-07-21,P006,USB-C Charger,Electronics,7,2510,352,GadgetPro,Tokyo,10,2464
2023-07-22,P006,USB-C Charger,Electronics,9,2507,352,GadgetPro,Nagoya,11,3168
2023-07-23,P006,USB-C Charger,Electronics,5,2519,352,ElectroHub,Osaka,5,1760
2023-07-24,P006,USB-C Charger,Electronics,6,2517,352,ElectroHub,Nagoya,6,2112
2023-07-25,P006,USB-C Charger,Electronics,6,2524,352,GadgetPro,Osaka,9,2112
2023-07-26,P006,USB-C Charger,Electronics,4,2527,352,ElectroHub,Nagoya,2,1408
2023-07-27,P006,USB-C Charger,Electronics,4,2531,352,ElectroHub,Tokyo,6,1408
2023-07-28,P006,USB-C Charger,Electronics,8,2537,352,GadgetPro,Tokyo,5,2816
2023-07-29,P006,USB-C Charger,Electronics,7,2547,352,GadgetPro,Tokyo,3,2464
2023-07-30,P006,USB-C Charger,Electronics,10,2543,352,TechSupply Ltd,Nagoya,2,3520
2023-07-31,P006,USB-C Charger,Electronics,5,2541,352,TechSupply Ltd,Osaka,6,1760
2023-08-01,P006,USB-C Charger,Electronics,5,2539,352,ElectroHub,Nagoya,12,1760
2023-08-02,P006,USB-C Charger,Electronics,2,2552,352,ElectroHub,Osaka,3,704
2023-08-03,P006,USB-C Charger,Electronics,7,2556,352,GadgetPro,Tokyo,4,2464
2023-08-04,P006,USB-C Charger,Electronics,3,2567,352,TechSupply Ltd,Tokyo,12,1056
2023-08-05,P006,USB-C Charger,Electronics,8,2560,352,GadgetPro,Osaka,8,2816
2023-08-06,P006,USB-C Charger,Electronics,9,2559,352,TechSupply Ltd,Nagoya,2,3168
2023-08-07,P006,USB-C Charger,Electronics,6,2565,352,GadgetPro,Osaka,2,2112
2023-08-08,P006,USB-C Charger,Electronics,10,2561,352,TechSupply Ltd,Tokyo,2,3520
2023-08-09,P006,USB-C Charger,Electronics,3,2569,352,GadgetPro,Tokyo,12,1056
2023-08-10,P006,USB-C Charger,Electronics,5,2580,352,GadgetPro,Tokyo,13,1760
2023-08-11,P006,USB-C Charger,Electronics,6,2590,352,ElectroHub,Osaka,11,2112
2023-08-12,P006,USB-C Charger,Electronics,8,2600,352,ElectroHub,Nagoya,6,2816
2023-08-13,P006,USB-C Charger,Electronics,11,2602,352,TechSupply Ltd,Osaka,3,3872
2023-08-14,P006,USB-C Charger,Electronics,4,2608,352,TechSupply Ltd,Tokyo,13,1408
2023-08-15,P006,USB-C Charger,Electronics,4,2607,352,GadgetPro,Osaka,12,1408
2023-08-16,P006,USB-C Charger,Electronics,8,2600,352,TechSupply Ltd,Nagoya,2,2816
2023-08-17,P006,USB-C Charger,Electronics,8,2607,352,GadgetPro,Tokyo,10,2816
2023-08-18,P006,USB-C Charger,Electronics,4,2616,352,ElectroHub,Osaka,13,1408
2023-08-19,P006,USB-C Charger,Electronics,12,2617,352,GadgetPro,Osaka,4,4224
2023-08-20,P006,USB-C Charger,Electronics,10,2618,352,GadgetPro,Tokyo,12,3520
2023-08-21,P006,USB-C Charger,Electronics,4,2632,352,ElectroHub,Tokyo,12,1408
2023-08-22,P006,USB-C Charger,Electronics,8,2632,352,GadgetPro,Tokyo,6,2816
2023-08-23,P006,USB-C Charger,Electronics,7,2642,352,TechSupply Ltd,Tokyo,12,2464
2023-08-24,P006,USB-C Charger,Electronics,4,2646,352,ElectroHub,Tokyo,12,1408
2023-08-25,P006,USB-C Charger,Electronics,3,2651,352,GadgetPro,Tokyo,2,1056
2023-08-26,P006,USB-C Charger,Electronics,4,2652,352,TechSupply Ltd,Osaka,6,1408
2023-08-27,P006,USB-C Charger,Electronics,4,2652,352,GadgetPro,Osaka,2,1408
2023-08-28,P006,USB-C Charger,Electronics,9,2657,352,TechSupply Ltd,Nagoya,13,3168
2023-08-29,P006,USB-C Charger,Electronics,3,2671,352,GadgetPro,Nagoya,9,1056
2023-08-30,P006,USB-C Charger,Electronics,7,2666,352,ElectroHub,Nagoya,7,2464
2023-08-31,P006,USB-C Charger,Electronics,6,2675,352,TechSupply Ltd,Nagoya,12,2112
2023-09-01,P006,USB-C Charger,Electronics,9,2669,352,GadgetPro,Tokyo,13,3168
2023-09-02,P006,USB-C Charger,Electronics,13,2673,352,ElectroHub,Osaka,6,4576
2023-09-03,P006,USB-C Charger,Electronics,8,2674,352,TechSupply Ltd,Tokyo,7,2816
2023-09-04,P006,USB-C Charger,Electronics,6,2672,352,ElectroHub,Nagoya,8,2112
2023-09-05,P006,USB-C Charger,Electronics,9,2681,352,TechSupply Ltd,Osaka,6,3168
2023-09-06,P006,USB-C Charger,Electronics,8,2687,352,GadgetPro,Tokyo,13,2816
2023-09-07,P006,USB-C Charger,Electronics,6,2681,352,ElectroHub,Tokyo,13,2112
2023-09-08,P006,USB-C Charger,Electronics,5,2679,352,ElectroHub,Osaka,6,1760
2023-09-09,P006,USB-C Charger,Electronics,9,2670,352,ElectroHub,Tokyo,12,3168
2023-09-10,P006,USB-C Charger,Electronics,8,2669,352,ElectroHub,Osaka,11,2816
2023-09-11,P006,USB-C Charger,Electronics,7,2679,352,ElectroHub,Tokyo,13,2464
2023-09-12,P006,USB-C Charger,Electronics,7,2682,352,TechSupply Ltd,Tokyo,7,2464
2023-09-13,P006,USB-C Charger,Electronics,8,2689,352,GadgetPro,Nagoya,2,2816
2023-09-14,P006,USB-C Charger,Electronics,10,2691,352,TechSupply Ltd,Nagoya,6,3520
2023-09-15,P006,USB-C Charger,Electronics,3,2704,352,GadgetPro,Tokyo,5,1056
2023-09-16,P006,USB-C Charger,Electronics,6,2701,352,TechSupply Ltd,Osaka,12,2112
2023-09-17,P006,USB-C Charger,Electronics,8,2705,352,TechSupply Ltd,Osaka,12,2816
2023-09-18,P006,USB-C Charger,Electronics,8,2716,352,ElectroHub,Nagoya,7,2816
2023-09-19,P006,USB-C Charger,Electronics,6,2720,352,GadgetPro,Osaka,7,2112
2023-09-20,P006,USB-C Charger,Electronics,6,2716,352,GadgetPro,Osaka,12,2112
2023-09-21,P006,USB-C Charger,Electronics,7,2719,352,TechSupply Ltd,Osaka,13,2464
2023-09-22,P006,USB-C Charger,Electronics,8,2716,352,GadgetPro,Osaka,4,2816
2023-09-23,P006,USB-C Charger,Electronics,13,2712,352,TechSupply Ltd,Nagoya,7,4576
2023-09-24,P006,USB-C Charger,Electronics,5,2716,352,GadgetPro,Osaka,13,1760
2023-09-25,P006,USB-C Charger,Electronics,4,2729,352,ElectroHub,Tokyo,7,1408
2023-09-26,P006,USB-C Charger,Electronics,9,2720,352,TechSupply Ltd,Nagoya,6,3168
